"","transcriptid","loglikelihoodratio","lnlNull","muNull","p0Null","p1Null","lnlAlt","muAlt","omega0Alt","omega2Alt","p0Alt","p1Alt","p2Alt","pval","isfdrsignificant"
"knownGene.uc002oid.1.1","knownGene.uc002oid.1.1",1.9e-05,-1475.261771,9.0891,0.854917,0.145083,-1475.261752,9.084266,0.06256132,1,0.8543422,0.1456495,-1,0.497540770195449,0
"knownGene.uc002ois.1.1.inc","knownGene.uc002ois.1.1.inc",2.257674,-1301.551655,8.820788,0.951944,0.0480557,-1299.293981,8.764896,0.02529299,39.30417,0.9555345,0.03850751,-1,0.0167960259050386,0
"knownGene.uc002ojb.1.1","knownGene.uc002ojb.1.1",0,-1380.603635,11.62657,1,9.94266e-08,-1380.603635,11.62656,0.005659484,1,0.9901551,9.844773e-08,-1,1,0
"knownGene.uc002ojp.1.1","knownGene.uc002ojp.1.1",6.9e-05,-559.949499,3.16468,1,7.32486e-11,-559.94943,3.164691,0.0265149,1,0.999999,9.99999e-12,-1,0.495313597129606,0
"knownGene.uc002olj.1.1.inc","knownGene.uc002olj.1.1.inc",0.017915,-3265.709975,9.127858,0.902458,0.0975423,-3265.692061,9.173518,0.03085652,1,0.9078874,0.09210802,-1,0.424933495045691,0
"knownGene.uc002ols.1.1.inc","knownGene.uc002ols.1.1.inc",0,-3248.23679,9.208955,1,7.90333e-11,-3248.23679,9.208955,0.01035899,1,0.9999921,7.903266e-11,-1,1,0
"knownGene.uc002olv.1.1","knownGene.uc002olv.1.1",0,-1016.436021,8.750442,0.974506,0.0254944,-1016.436021,8.750442,0.03270582,1,0.9658407,0.02526773,-1,1,0
"knownGene.uc002ooe.1.1.inc","knownGene.uc002ooe.1.1.inc",0,-3038.712021,10.80309,0.975267,0.0247331,-3038.712021,10.80309,0.01514078,1,0.9689908,0.02457392,-1,1,0
"knownGene.uc002ooj.1.1.inc","knownGene.uc002ooj.1.1.inc",0.111138,-2900.782463,9.815448,0.965348,0.0346524,-2900.671325,9.800389,0.03615088,1.88994,0.9369048,0.03323988,-1,0.318655582975299,0
"knownGene.uc002oop.1.1.inc","knownGene.uc002oop.1.1.inc",0,-1217.4825,7.111101,0.979584,0.0204155,-1217.482499,7.111389,0.05543312,1,0.9795773,0.02041532,-1,1,0
"knownGene.uc002oqp.1.1.inc","knownGene.uc002oqp.1.1.inc",0.482587,-1179.345102,10.65907,0.994122,0.00587819,-1178.862515,10.59536,0.01278193,7.877599,0.988632,0.004910742,-1,0.162943362866151,0
"knownGene.uc002otn.1.1.inc","knownGene.uc002otn.1.1.inc",0.002304,-2569.862336,8.70003,0.973867,0.0261325,-2569.860033,8.707974,0.03356149,1,0.9752361,0.0247491,-1,0.472939683906624,0
"knownGene.uc002ots.1.1.inc","knownGene.uc002ots.1.1.inc",0,-1785.777089,10.29102,0.952048,0.0479524,-1785.777089,10.29102,0.04464753,1,0.9520406,0.04795202,-1,1,0
"knownGene.uc002oxj.1.1","knownGene.uc002oxj.1.1",0.000428,-3251.511124,8.449343,0.983397,0.0166032,-3251.510695,8.449959,0.01774875,1,0.98358,0.01641149,-1,0.488329620134823,0
"knownGene.uc002pat.1.1","knownGene.uc002pat.1.1",0,-2063.455366,6.790468,0.644243,0.355758,-2063.455366,6.790468,0.1552818,1,0.5328878,0.2942739,-1,1,0
"knownGene.uc002paw.1.1","knownGene.uc002paw.1.1",1.8e-05,-1215.699935,7.839072,0.947368,0.0526317,-1215.699917,7.838879,0.08847933,1,0.9472906,0.05270547,-1,0.497606360679436,0
"knownGene.uc002paz.1.1","knownGene.uc002paz.1.1",0.426876,-696.055737,1.658107,0.774024,0.225976,-695.628861,1.571358,1,1.642971,9.9998e-06,9.9998e-06,-1,0.177746538780208,0
"knownGene.uc002pbw.1.1.inc","knownGene.uc002pbw.1.1.inc",0,-937.781562,4.809124,0.8192,0.1808,-937.781562,4.809124,0.003745361,1,0.819199,0.1808,-1,1,0
"knownGene.uc002pey.1.1","knownGene.uc002pey.1.1",0.03953,-433.437275,7.704689,0.97271,0.0272905,-433.397746,7.74509,0.004522875,1,0.978197,0.02179955,-1,0.389287666927131,0
"knownGene.uc002pfb.1.1.inc","knownGene.uc002pfb.1.1.inc",0,-833.956736,4.322368,0.999999,1.19978e-06,-833.956736,4.322368,0.01224096,1,0.8928738,1.071251e-06,-1,1,0
"knownGene.uc002pfd.1.1","knownGene.uc002pfd.1.1",0,-1594.917994,8.89126,0.981853,0.0181473,-1594.917994,8.89126,0.0186777,1,0.9713492,0.01795321,-1,1,0
"knownGene.uc002pge.1.1.inc","knownGene.uc002pge.1.1.inc",0.003329,-1588.638447,8.948623,0.979344,0.0206563,-1588.635118,8.940805,0.07553387,1,0.9782469,0.02174803,-1,0.467483765046608,0
"knownGene.uc002pgj.1.1","knownGene.uc002pgj.1.1",3.498522,-3494.395781,10.79143,0.567188,0.432812,-3490.897259,9.850935,0.05798603,4586.684,0.5285327,0.433046,-1,0.0040822213247226,0
"knownGene.uc002pgm.1.1.inc","knownGene.uc002pgm.1.1.inc",0.774744,-1700.044441,9.069824,0.932841,0.0671589,-1699.269697,8.970443,0.1085562,4.111129,0.8970481,0.06130505,-1,0.106605520926131,0
"knownGene.uc002phh.1.1.inc","knownGene.uc002phh.1.1.inc",0,-2912.484252,8.90847,0.971449,0.0285507,-2912.484252,8.90847,0.03489549,1,0.9714401,0.0285504,-1,1,0
"knownGene.uc002piu.1.1.inc","knownGene.uc002piu.1.1.inc",0,-2186.394127,9.154065,0.756363,0.243637,-2186.394127,9.154065,0.0890743,1,0.7563594,0.2436354,-1,1,0
"knownGene.uc002pku.1.1.inc","knownGene.uc002pku.1.1.inc",0,-1286.975203,12.62208,0.907688,0.0923115,-1286.975203,12.62208,0.04107703,1,0.8921454,0.09073075,-1,1,0
"knownGene.uc002pld.1.1.inc","knownGene.uc002pld.1.1.inc",0,-826.296766,9.80281,0.827786,0.172214,-826.296766,9.802813,0.03524234,1,0.7321953,0.1523267,-1,1,0
"knownGene.uc002pmu.1.1.inc","knownGene.uc002pmu.1.1.inc",0,-1161.809409,8.05361,1,1e-11,-1161.809409,8.05361,1e-05,1,0.999999,9.99999e-12,-1,1,0
"knownGene.uc002pnl.1.1.inc","knownGene.uc002pnl.1.1.inc",3.212944,-1765.477173,7.495233,0.843005,0.156995,-1762.264228,7.385654,0.08130211,1181.623,0.8521182,0.1342288,-1,0.00562343323563474,0
"knownGene.uc002ppr.1.1","knownGene.uc002ppr.1.1",1.782705,-2601.163799,9.542723,0.915716,0.0842839,-2599.381094,9.489296,0.056381,14.59759,0.9082973,0.08128925,-1,0.0294975850089471,0
"knownGene.uc002prs.1.1","knownGene.uc002prs.1.1",0,-2604.819747,11.51266,0.938168,0.0618316,-2604.819747,11.51266,0.03182548,1,0.9381565,0.06183082,-1,1,0
"knownGene.uc002pud.1.1.inc","knownGene.uc002pud.1.1.inc",0.06484,-848.071434,11.84349,0.697254,0.302746,-848.006594,11.88464,0.04714964,3.030586,0.6952999,0.2925962,-1,0.359382028399303,0
"knownGene.uc002pwm.1.1","knownGene.uc002pwm.1.1",0,-1149.846582,6.298698,0.999999,1.20245e-06,-1149.846582,6.298699,0.04579364,1,0.8926611,1.073379e-06,-1,1,0
"knownGene.uc002qdi.1.1.inc","knownGene.uc002qdi.1.1.inc",0,-3212.436504,6.455466,0.952756,0.0472442,-3212.436504,6.455466,0.04589559,1,0.9527428,0.04724352,-1,1,0
"knownGene.uc002qja.1.1","knownGene.uc002qja.1.1",0,-1249.578744,9.477886,0.989216,0.0107839,-1249.578744,9.477886,0.006863027,1,0.9374961,0.01022005,-1,1,0
"knownGene.uc002qjv.1.1.inc","knownGene.uc002qjv.1.1.inc",0.002576,-5636.509613,8.941027,0.902984,0.0970159,-5636.507038,8.951776,0.0489277,1,0.9043695,0.09561333,-1,0.471389515862237,0
"knownGene.uc002qlb.1.1.inc","knownGene.uc002qlb.1.1.inc",0,-1456.687131,10.43055,0.911514,0.0884863,-1456.687131,10.43055,0.1089693,1,0.9115086,0.08848577,-1,1,0
"knownGene.uc002qlg.1.1","knownGene.uc002qlg.1.1",1.015168,-732.63999,6.251307,0.784803,0.215197,-731.624822,6.093214,0.1506321,60.55084,0.8177317,0.1552547,-1,0.0770932582330134,0
"knownGene.uc002qlw.1.1","knownGene.uc002qlw.1.1",0,-3969.678119,7.876803,0.977452,0.0225479,-3969.678119,7.876803,0.0326824,1,0.9400124,0.0216842,-1,1,0
"knownGene.uc002qmn.1.1.inc","knownGene.uc002qmn.1.1.inc",0.003826,-1982.072093,9.949669,0.926,0.0740003,-1982.068267,9.935417,0.03356411,2.093786,0.902357,0.07212523,-1,0.46514669564629,0
"knownGene.uc002qxe.1.1","knownGene.uc002qxe.1.1",0.027318,-7979.941299,9.945799,0.983938,0.0160621,-7979.913981,9.941041,0.03103429,1.230926,0.9414596,0.01533866,-1,0.407592077217936,0
"knownGene.uc002qzb.1.1","knownGene.uc002qzb.1.1",0,-4528.387003,10.65405,0.941186,0.0588135,-4528.387003,10.65405,0.04980714,1,0.9338191,0.05835316,-1,1,0
"knownGene.uc002raq.1.1","knownGene.uc002raq.1.1",0,-4488.888072,9.122423,0.978665,0.0213346,-4488.888072,9.122423,0.03167042,1,0.9786595,0.0213345,-1,1,0
"knownGene.uc002rbo.1.1.inc","knownGene.uc002rbo.1.1.inc",0,-3618.561137,8.825713,0.97513,0.0248705,-3618.561137,8.825713,0.04698152,1,0.9751217,0.0248703,-1,1,0
"knownGene.uc002rcb.1.1","knownGene.uc002rcb.1.1",0,-1924.027696,11.76981,0.795484,0.204516,-1924.027696,11.76981,0.07100773,1,0.7330232,0.1884575,-1,1,0
"knownGene.uc002rcr.1.1.inc","knownGene.uc002rcr.1.1.inc",0,-2250.926497,8.155318,0.999997,2.45621e-06,-2250.926497,8.155322,0.03330912,1,0.8028106,1.971875e-06,-1,1,0
"knownGene.uc002rdk.1.1.inc","knownGene.uc002rdk.1.1.inc",0,-2447.66917,9.78627,0.963575,0.0364255,-2447.66917,9.78627,0.0505342,1,0.8702717,0.03289842,-1,1,0
"knownGene.uc002rdx.1.1.inc","knownGene.uc002rdx.1.1.inc",0,-1351.341793,7.439618,0.753576,0.246424,-1351.341793,7.439617,0.05105274,1,0.7535705,0.2464227,-1,1,0
"knownGene.uc002reg.1.1","knownGene.uc002reg.1.1",2e-04,-4385.058164,6.576057,0.995614,0.00438579,-4385.057965,6.575185,0.02971706,1,0.9954786,0.004515286,-1,0.492021686283098,0
"knownGene.uc002rej.1.1","knownGene.uc002rej.1.1",0,-4165.91119,7.145472,0.912042,0.0879577,-4165.91119,7.145472,0.05541362,1,0.912036,0.08795707,-1,1,0
"knownGene.uc002rfx.1.1","knownGene.uc002rfx.1.1",0,-5044.795401,7.094845,0.996931,0.00306912,-5044.795401,7.094845,0.01180211,1,0.9563264,0.002944113,-1,1,0
"knownGene.uc002rgn.1.1.inc","knownGene.uc002rgn.1.1.inc",0.001745,-2019.54241,6.509704,0.950334,0.0496659,-2019.540666,6.514057,0.0296405,1,0.9511318,0.04886498,-1,0.476445698845417,0
"knownGene.uc002rhb.1.1.inc","knownGene.uc002rhb.1.1.inc",0.879437,-4644.420956,7.168615,0.543747,0.456253,-4643.54152,7.137763,0.1308414,10.74946,0.5525514,0.4317036,-1,0.0923825124056369,0
"knownGene.uc002rhl.1.1","knownGene.uc002rhl.1.1",0,-964.207276,12.60652,0.841123,0.158877,-964.207276,12.60652,0.1236289,1,0.8411056,0.1588733,-1,1,0
"knownGene.uc002rii.1.1","knownGene.uc002rii.1.1",0.12437,-7800.030316,8.139968,0.931701,0.0682986,-7799.905945,8.133971,0.06139154,1.959948,0.9008185,0.06514009,-1,0.308981841389156,0
"knownGene.uc002rkh.1.1.inc","knownGene.uc002rkh.1.1.inc",0,-1259.099642,6.942204,1,6.71756e-08,-1259.099642,6.942204,0.01396979,1,0.9933272,6.672773e-08,-1,1,0
"knownGene.uc002rme.1.1.inc","knownGene.uc002rme.1.1.inc",0,-3048.281276,9.074724,0.70491,0.29509,-3048.281276,9.074724,0.08240327,1,0.7049076,0.2950888,-1,1,0
"knownGene.uc002rmo.1.1","knownGene.uc002rmo.1.1",1.192831,-5042.3692,9.450267,0.883148,0.116852,-5041.176369,9.451232,0.0647316,10.87821,0.8854309,0.1108734,-1,0.0612265046768364,0
"knownGene.uc002rmr.1.1.inc","knownGene.uc002rmr.1.1.inc",1.047799,-3728.039741,8.191888,0.883035,0.116965,-3726.991942,8.126988,0.1020596,3.481462,0.839369,0.1075356,-1,0.0738619510331752,0
"knownGene.uc002rou.1.1","knownGene.uc002rou.1.1",0,-9620.200673,9.349828,0.959545,0.040455,-9620.200673,9.349828,0.04823033,1,0.9469314,0.03992323,-1,1,0
"knownGene.uc002roy.1.1.inc","knownGene.uc002roy.1.1.inc",0.001011,-3003.604963,7.741486,0.99783,0.00217043,-3003.603953,7.74061,0.04288466,1,0.9976087,0.002389402,-1,0.482066944030232,0
"knownGene.uc002rpx.1.1","knownGene.uc002rpx.1.1",0,-660.226166,9.342409,0.971684,0.0283156,-660.226166,9.342409,0.1756228,1,0.463425,0.01350454,-1,1,0
"knownGene.uc002rqv.1.1","knownGene.uc002rqv.1.1",0.00041,-1440.111499,9.049436,1,1.58926e-10,-1440.111088,9.049867,0.009898169,1,0.9999935,6.523217e-11,-1,0.488577592712933,0
"knownGene.uc002rrh.1.1","knownGene.uc002rrh.1.1",5e-06,-541.6025,9.261131,0.938126,0.0618741,-541.602494,9.258731,0.04604347,1,0.937782,0.0622115,-1,0.498738435841597,0
"knownGene.uc002rri.1.1","knownGene.uc002rri.1.1",0,-442.728373,4.558273,1,4.00924e-11,-442.728373,4.558274,0.01484879,1,0.999996,4.00922e-11,-1,1,0
"knownGene.uc002rrj.1.1","knownGene.uc002rrj.1.1",0,-5602.014703,8.258488,0.996243,0.00375672,-5602.014703,8.258486,0.02130506,1,0.9962413,0.003756709,-1,1,0
"knownGene.uc002rsp.1.1","knownGene.uc002rsp.1.1",0,-3327.669485,10.63037,0.994567,0.00543342,-3327.669485,10.63037,0.03952597,1,0.9945531,0.005433345,-1,1,0
"knownGene.uc002rue.1.1","knownGene.uc002rue.1.1",0.000141,-2703.276701,11.4472,0.808355,0.191645,-2703.27656,11.45345,0.121252,1,0.8091283,0.190863,-1,0.493300934740557,0
"knownGene.uc002rup.1.1","knownGene.uc002rup.1.1",0,-1577.355623,7.636918,1,9.52678e-09,-1577.355623,7.636918,0.005719461,1,0.9990482,9.517714e-09,-1,1,0
"knownGene.uc002ruw.1.1","knownGene.uc002ruw.1.1",0,-2825.610147,10.51289,0.930647,0.0693533,-2825.610147,10.51288,0.1213984,1,0.8930781,0.06655352,-1,1,0
"knownGene.uc002rwm.1.1","knownGene.uc002rwm.1.1",0,-5007.95814,9.461847,0.938699,0.0613007,-5007.95814,9.461847,0.0435812,1,0.9386907,0.06130017,-1,1,0
"knownGene.uc002rxa.1.1","knownGene.uc002rxa.1.1",8.9e-05,-834.466869,6.702712,1,7.17148e-11,-834.46678,6.702299,0.01322196,1,0.9999962,3.831104e-11,-1,0.494677604012124,0
"knownGene.uc002ryh.1.1","knownGene.uc002ryh.1.1",0.526354,-1167.758506,7.239782,0.559225,0.440775,-1167.232152,7.123773,0.1241541,5.321548,0.5167088,0.3999039,-1,0.152442116754566,0
"knownGene.uc002ryt.1.1","knownGene.uc002ryt.1.1",1e-06,-1096.257896,5.704973,0.784959,0.215041,-1096.257896,5.704233,0.04609757,1,0.7847465,0.215232,-1,0.499435810604515,0
"knownGene.uc002rzd.1.1","knownGene.uc002rzd.1.1",0.086449,-4676.26656,5.269907,0.970271,0.0297294,-4676.180111,5.299238,0.02793081,1,0.9758539,0.02414287,-1,0.338774501080808,0
"knownGene.uc002san.1.1.inc","knownGene.uc002san.1.1.inc",2.959067,-3455.261587,10.21266,0.840475,0.159525,-3452.30252,10.00959,0.09374417,9.270109,0.8180675,0.1466828,-1,0.00749291079142588,0
"knownGene.uc002sbg.1.1","knownGene.uc002sbg.1.1",0.347182,-1587.087095,8.778626,0.995207,0.00479324,-1586.739913,8.714358,0.006624165,2.544242,0.9305495,0.005331739,-1,0.202341988577908,0
"knownGene.uc002sby.1.1.inc","knownGene.uc002sby.1.1.inc",0.000498,-7002.789639,7.842217,0.850715,0.149285,-7002.789142,7.854168,0.04834306,1,0.852618,0.1473754,-1,0.48741168369222,0
"knownGene.uc002sci.1.1.inc","knownGene.uc002sci.1.1.inc",1.6141,-3470.026052,7.510284,0.81285,0.18715,-3468.411952,7.491566,0.1262198,144.8769,0.8164306,0.1792336,-1,0.036190102074441,0
"knownGene.uc002scn.1.1.inc","knownGene.uc002scn.1.1.inc",1e-05,-601.260138,4.787237,1,7.94893e-11,-601.260128,4.787229,0.04527774,1,0.9999929,7.112622e-11,-1,0.49821588183091,0
"knownGene.uc002sdc.1.1.inc","knownGene.uc002sdc.1.1.inc",0,-5789.992746,6.320665,0.699673,0.300327,-5789.992746,6.320665,0.1506793,1,0.6996701,0.3003258,-1,1,0
"knownGene.uc002sdh.1.1","knownGene.uc002sdh.1.1",0.002254,-2238.108245,8.779963,0.964868,0.0351324,-2238.105991,8.789347,0.04460517,1,0.9661161,0.03387931,-1,0.473234471841984,0
"knownGene.uc002ser.1.1.inc","knownGene.uc002ser.1.1.inc",0.001381,-1802.531814,11.16394,0.636926,0.363074,-1802.530433,11.20217,0.1868139,1,0.6425637,0.3574284,-1,0.479043342313786,0
"knownGene.uc002sey.1.1","knownGene.uc002sey.1.1",4.2e-05,-3026.219901,10.5364,0.872235,0.127765,-3026.219859,10.53503,0.09404288,1,0.872019,0.1279712,-1,0.496343684792769,0
"knownGene.uc002sgv.1.1.inc","knownGene.uc002sgv.1.1.inc",0,-901.48853,8.058488,0.952666,0.0473338,-901.48853,8.058488,0.03632017,1,0.9526526,0.04733308,-1,1,0
"knownGene.uc002shu.1.1","knownGene.uc002shu.1.1",0,-786.067132,6.065331,0.949782,0.0502184,-786.067132,6.065331,0.06748886,1,0.7545094,0.03989363,-1,1,0
"knownGene.uc002sic.1.1.inc","knownGene.uc002sic.1.1.inc",2.792384,-6589.310865,5.223599,0.519829,0.480171,-6586.51848,5.166889,0.03116689,41.44472,0.5200505,0.4705892,-1,0.00905866642687607,0
"knownGene.uc002sii.1.1","knownGene.uc002sii.1.1",0,-3867.187918,6.147741,0.990422,0.00957841,-3867.187918,6.147741,0.007577435,1,0.9824229,0.009501056,-1,1,0
"knownGene.uc002skb.1.1","knownGene.uc002skb.1.1",8e-06,-6517.607972,8.06679,0.923771,0.0762285,-6517.607964,8.065303,0.03045261,1,0.9235644,0.07641518,-1,0.498404235133768,0
"knownGene.uc002slr.1.1.inc","knownGene.uc002slr.1.1.inc",0.000236,-5394.66514,7.380158,0.678751,0.321249,-5394.664905,7.384444,0.1075917,1,0.6797837,0.3202098,-1,0.491333436933671,0
"knownGene.uc002slv.1.1","knownGene.uc002slv.1.1",0.000213,-1816.361588,10.03986,0.782001,0.217999,-1816.361374,10.06816,0.09877335,1,0.7865332,0.2134546,-1,0.491766508692345,0
"knownGene.uc002smc.1.1","knownGene.uc002smc.1.1",0,-2147.91517,8.707317,0.871878,0.128122,-2147.91517,8.707317,0.06993878,1,0.868562,0.1276344,-1,1,0
"knownGene.uc002smn.1.1.inc","knownGene.uc002smn.1.1.inc",1.920073,-955.444332,4.93939,0.93036,0.0696405,-953.524259,4.86368,0.05483733,2446.611,0.9436254,0.04660593,-1,0.0250195819018002,0
"knownGene.uc002smz.1.1.inc","knownGene.uc002smz.1.1.inc",0,-2450.86069,8.262104,0.749121,0.250879,-2450.86069,8.262104,0.1270327,1,0.7491164,0.2508776,-1,1,0
"knownGene.uc002snb.1.1","knownGene.uc002snb.1.1",0,-2689.514217,7.985895,0.972666,0.0273337,-2689.514217,7.985895,0.04724479,1,0.908299,0.02552497,-1,1,0
"knownGene.uc002snj.1.1","knownGene.uc002snj.1.1",0.008264,-1022.388584,11.70704,0.967411,0.0325892,-1022.38032,11.77067,0.03810172,1,0.9685187,0.03147667,-1,0.448852407211089,0
"knownGene.uc002snn.1.1","knownGene.uc002snn.1.1",1.369076,-4658.76177,8.731693,0.733707,0.266293,-4657.392694,8.71533,0.1538531,7.83527,0.7389711,0.244845,-1,0.0489890069751228,0
"knownGene.uc002snr.1.1","knownGene.uc002snr.1.1",0,-3874.499931,8.053508,0.948901,0.0510995,-3874.499931,8.053508,0.03315879,1,0.9488847,0.05109862,-1,1,0
"knownGene.uc002soi.1.1","knownGene.uc002soi.1.1",0.000115,-5675.039392,7.686057,1,6.74555e-11,-5675.039277,7.686412,0.001639472,1,0.999994,6.001269e-11,-1,0.493949972675303,0
"knownGene.uc002soq.1.1.inc","knownGene.uc002soq.1.1.inc",0,-574.824615,8.715616,1,1e-11,-574.824615,8.715616,1e-05,1,0.999999,9.99999e-12,-1,1,0
"knownGene.uc002sor.1.1.inc","knownGene.uc002sor.1.1.inc",0,-2896.009259,11.31603,0.973499,0.0265008,-2896.009259,11.31603,0.03928888,1,0.9455908,0.02574111,-1,1,0
"knownGene.uc002sph.1.1.inc","knownGene.uc002sph.1.1.inc",0,-2095.951284,6.570167,0.856227,0.143773,-2095.951284,6.570169,0.06116492,1,0.8562141,0.1437709,-1,1,0
"knownGene.uc002sqv.1.1.inc","knownGene.uc002sqv.1.1.inc",3.484457,-2870.310951,11.54909,0.898543,0.101457,-2866.826494,11.43425,0.09540363,685.0094,0.8971575,0.09576907,-1,0.00414689084452045,0
"knownGene.uc002ssq.1.1.inc","knownGene.uc002ssq.1.1.inc",0,-492.322704,7.657352,1,4.91213e-11,-492.322704,7.657352,0.02953864,1,0.9999951,4.912104e-11,-1,1,0
"knownGene.uc002suj.1.1.inc","knownGene.uc002suj.1.1.inc",3.044611,-3338.324898,8.124855,0.818618,0.181382,-3335.280287,8.055021,0.1320534,21.28983,0.8180057,0.171264,-1,0.00680044813952901,0
"knownGene.uc002svt.1.1","knownGene.uc002svt.1.1",0,-4458.417781,8.117576,1,4.34166e-11,-4458.417781,8.117576,0.001909082,1,0.9999957,4.341638e-11,-1,1,0
"knownGene.uc002swo.1.1.inc","knownGene.uc002swo.1.1.inc",0,-1316.92678,5.691378,0.881897,0.118103,-1316.92678,5.691377,0.04070086,1,0.881896,0.1181025,-1,1,0
"knownGene.uc002swr.1.1.inc","knownGene.uc002swr.1.1.inc",0.000132,-1167.3687,8.676399,0.502867,0.497133,-1167.368568,8.684894,0.1517784,1,0.5045479,0.4954502,-1,0.493518240384249,0
"knownGene.uc002swv.1.1","knownGene.uc002swv.1.1",1.110573,-2394.643081,6.772455,0.946277,0.0537228,-2393.532509,6.730075,0.04619721,1161.242,0.9495498,0.04777062,-1,0.0680659891629382,0
"knownGene.uc002sxf.1.1","knownGene.uc002sxf.1.1",0.175533,-2591.477786,10.57457,0.939057,0.0609426,-2591.302253,10.57501,0.04604891,7.741954,0.9389532,0.05822671,-1,0.276755156388635,0
"knownGene.uc002sxi.1.1.inc","knownGene.uc002sxi.1.1.inc",0,-911.553419,9.289981,0.953118,0.0468818,-911.553419,9.289981,0.09866144,1,0.893079,0.04392863,-1,1,0
"knownGene.uc002syg.1.1.inc","knownGene.uc002syg.1.1.inc",0,-1588.995044,9.03746,0.9594,0.0405998,-1588.995044,9.03746,0.08852136,1,0.9593928,0.04059953,-1,1,0
"knownGene.uc002syi.1.1.inc","knownGene.uc002syi.1.1.inc",0,-534.025349,4.138877,0.969882,0.0301184,-534.025349,4.138877,0.1713988,1,0.8833849,0.02743234,-1,1,0
"knownGene.uc002syy.1.1","knownGene.uc002syy.1.1",0,-6240.051152,7.157477,0.979271,0.0207294,-6240.051152,7.157629,0.02295474,1,0.9792645,0.0207293,-1,1,0
"knownGene.uc002tai.1.1.inc","knownGene.uc002tai.1.1.inc",0,-1333.651444,8.471971,0.915641,0.0843585,-1333.651444,8.471971,0.05095213,1,0.8501704,0.07832661,-1,1,0
"knownGene.uc002tbi.1.1","knownGene.uc002tbi.1.1",0,-6339.248315,7.902542,0.995252,0.0047482,-6339.248315,7.902542,0.01367826,1,0.9952455,0.004748166,-1,1,0
"knownGene.uc002tbt.1.1.inc","knownGene.uc002tbt.1.1.inc",0.634252,-3444.689602,12.30885,0.791868,0.208132,-3444.05535,12.28776,0.1185097,558.5071,0.7925866,0.2034895,-1,0.130023758087901,0
"knownGene.uc002tdo.1.1","knownGene.uc002tdo.1.1",0.007182,-2248.781429,10.72988,0.992142,0.00785766,-2248.774247,10.7411,0.007579188,1,0.9930367,0.00694343,-1,0.452301023725351,0
"knownGene.uc002tek.1.1","knownGene.uc002tek.1.1",0.001128,-2543.602998,9.359519,0.976552,0.0234478,-2543.60187,9.364305,0.0157539,1,0.9771004,0.02288424,-1,0.48105841386214,0
"knownGene.uc002tet.1.1.inc","knownGene.uc002tet.1.1.inc",0,-2729.087755,9.264293,0.912665,0.0873349,-2729.087755,9.264294,0.08984148,1,0.8078305,0.07730305,-1,1,0
"knownGene.uc002tez.1.1","knownGene.uc002tez.1.1",0.394502,-844.749576,10.28074,0.969061,0.0309386,-844.355074,10.17237,0.05367111,4.606901,0.9366416,0.02988585,-1,0.18720073200667,0
"knownGene.uc002tgd.1.1","knownGene.uc002tgd.1.1",1.038589,-3322.132932,7.411967,0.663371,0.336629,-3321.094343,7.345246,0.1921488,35.24492,0.6603846,0.3342814,-1,0.0747581879405626,0
"knownGene.uc002tjg.1.1","knownGene.uc002tjg.1.1",0.006615,-1613.095334,11.25401,0.966152,0.0338482,-1613.088719,11.27168,0.03027471,1,0.9676194,0.03237319,-1,0.454213946347617,0
"knownGene.uc002tmj.1.1","knownGene.uc002tmj.1.1",0,-2284.177216,7.114344,0.979098,0.0209015,-2284.177216,7.114344,0.02578921,1,0.978306,0.02088462,-1,1,0
"knownGene.uc002tmw.1.1.inc","knownGene.uc002tmw.1.1.inc",0.004152,-4061.766321,10.22908,0.983881,0.0161185,-4061.762169,10.23896,0.02518741,1,0.9847969,0.01517452,-1,0.463696123163253,0
"knownGene.uc002tnc.1.1.inc","knownGene.uc002tnc.1.1.inc",0,-7460.760182,9.29516,0.992155,0.00784534,-7460.760182,9.295161,0.01951586,1,0.992151,0.007845308,-1,1,0
"knownGene.uc002tof.1.1","knownGene.uc002tof.1.1",0.000411,-4905.659426,10.18043,0.982392,0.0176083,-4905.659015,10.17848,0.01621813,1,0.9824141,0.01758207,-1,0.488563675243057,0
"knownGene.uc002tor.1.1.inc","knownGene.uc002tor.1.1.inc",0.794784,-3213.080856,8.949242,0.896212,0.103788,-3212.286071,8.946781,0.09891715,8.683767,0.8966555,0.09574321,-1,0.103693932710468,0
"knownGene.uc002tpb.1.1","knownGene.uc002tpb.1.1",0,-2240.121728,10.00406,0.977597,0.0224028,-2240.121728,10.00406,0.02845931,1,0.9775898,0.02240265,-1,1,0
"knownGene.uc002tpd.1.1","knownGene.uc002tpd.1.1",0,-2475.19511,10.26962,0.963587,0.0364128,-2475.19511,10.2696,0.03175062,1,0.9412838,0.03557027,-1,1,0
